#Quality	Count
2	5916.0
3	180.0
4	188.0
5	353.0
6	580.0
7	1376.0
8	3492.0
9	7962.0
10	14928.0
11	22318.0
12	27295.0
13	30884.0
14	32885.0
15	34577.0
16	36820.0
17	38649.0
18	40405.0
19	42778.0
20	46582.0
21	51187.0
22	56817.0
23	66321.0
24	80409.0
25	102112.0
26	132669.0
27	172259.0
28	223414.0
29	287883.0
30	364467.0
31	459410.0
32	583986.0
33	766136.0
34	1087090.0
35	1850986.0
36	3944238.0
37	8251002.0
38	1.7333827E7
39	1.7717911E7
40	1.35221e+006
